"data.race","data.income"
"39590","white","$25000 or more"
"39591","white","$10000 - 14999"
"39592","white","$25000 or more"
"39593","white","$25000 or more"
"39594","black","$25000 or more"
"39595","black","$3000 to 3999"
"39596","white","$3000 to 3999"
"39597","white","$5000 to 5999"
"39599","black","$1000 to 2999"
"39600","black","$5000 to 5999"
"39601","black","$10000 - 14999"
"39602","black","$25000 or more"
"39603","white","$25000 or more"
"39604","white","$20000 - 24999"
"39605","white","$10000 - 14999"
"39606","white","$8000 to 9999"
"39607","white","$15000 - 19999"
"39608","white","$20000 - 24999"
"39609","white","$20000 - 24999"
"39610","white","$20000 - 24999"
"39611","white","$25000 or more"
"39612","white","$25000 or more"
"39613","black","$20000 - 24999"
"39614","white","$25000 or more"
"39615","white","$20000 - 24999"
"39617","black","$7000 to 7999"
"39618","white","$25000 or more"
"39619","white","$25000 or more"
"39620","white","$8000 to 9999"
"39621","black","$25000 or more"
"39622","white","$10000 - 14999"
"39623","white","$15000 - 19999"
"39624","white","$25000 or more"
"39625","white","$20000 - 24999"
"39626","white","$20000 - 24999"
"39627","black","$10000 - 14999"
"39629","black","$25000 or more"
"39630","black","$10000 - 14999"
"39631","black","$25000 or more"
"39632","white","$3000 to 3999"
"39633","white","$20000 - 24999"
"39634","white","$25000 or more"
"39635","white","$20000 - 24999"
"39636","white","$10000 - 14999"
"39637","white","$3000 to 3999"
"39638","white","$25000 or more"
"39640","white","$25000 or more"
"39641","white","$25000 or more"
"39642","white","$25000 or more"
"39643","white","$25000 or more"
"39644","white","$25000 or more"
"39645","white","$25000 or more"
"39646","white","$25000 or more"
"39648","white","$25000 or more"
"39649","white","$20000 - 24999"
"39650","black","$15000 - 19999"
"39652","white","$25000 or more"
"39653","black","$10000 - 14999"
"39654","white","$25000 or more"
"39655","white","$25000 or more"
"39656","white","$10000 - 14999"
"39657","white","$5000 to 5999"
"39658","other","$25000 or more"
"39659","white","$20000 - 24999"
"39660","black","$25000 or more"
"39661","white","$10000 - 14999"
"39662","other","$10000 - 14999"
"39663","white","$25000 or more"
"39664","white","$10000 - 14999"
"39665","black","$25000 or more"
"39666","white","$25000 or more"
"39667","white","$5000 to 5999"
"39668","other","$25000 or more"
"39669","white","$25000 or more"
"39670","black","$25000 or more"
"39671","white","$25000 or more"
"39672","white","$25000 or more"
"39673","white","$25000 or more"
"39674","white","$25000 or more"
"39675","white","$25000 or more"
"39676","white","$25000 or more"
"39677","white","$25000 or more"
"39678","white","$25000 or more"
"39679","white","$25000 or more"
"39680","white","$8000 to 9999"
"39681","other","$8000 to 9999"
"39682","white","$25000 or more"
"39683","white","$25000 or more"
"39684","white","$15000 - 19999"
"39685","white","$25000 or more"
"39687","white","$25000 or more"
"39688","white","$25000 or more"
"39689","white","$25000 or more"
"39690","white","$15000 - 19999"
"39691","black","$25000 or more"
"39692","white","$25000 or more"
"39693","other","$25000 or more"
"39694","white","$25000 or more"
"39695","white","$25000 or more"
"39696","white","$20000 - 24999"
"39697","black","$25000 or more"
"39698","white","$25000 or more"
"39699","white","$25000 or more"
"39701","white","$8000 to 9999"
"39702","white","$10000 - 14999"
"39703","white","$25000 or more"
"39704","white","$20000 - 24999"
"39705","white","$25000 or more"
"39706","white","$25000 or more"
"39707","white","$20000 - 24999"
"39708","white","$25000 or more"
"39709","black","$3000 to 3999"
"39710","white","$25000 or more"
"39711","white","$25000 or more"
"39712","black","$25000 or more"
"39713","black","$20000 - 24999"
"39715","white","$25000 or more"
"39717","white","$25000 or more"
"39718","white","$25000 or more"
"39720","black","$25000 or more"
"39723","white","$25000 or more"
"39724","white","$25000 or more"
"39725","white","$25000 or more"
"39726","black","$6000 to 6999"
"39727","black","$15000 - 19999"
"39728","black","$10000 - 14999"
"39729","black","$20000 - 24999"
"39730","black","$15000 - 19999"
"39731","white","$25000 or more"
"39732","white","$25000 or more"
"39733","white","$25000 or more"
"39734","white","$25000 or more"
"39735","white","$25000 or more"
"39736","white","$25000 or more"
"39737","white","$25000 or more"
"39738","white","$25000 or more"
"39740","other","$7000 to 7999"
"39741","white","$25000 or more"
"39742","black","$25000 or more"
"39743","white","$25000 or more"
"39744","black","$15000 - 19999"
"39745","white","$25000 or more"
"39746","black","$25000 or more"
"39747","white","$25000 or more"
"39748","white","$25000 or more"
"39749","white","$25000 or more"
"39750","white","$25000 or more"
"39751","white","$25000 or more"
"39752","white","$25000 or more"
"39753","white","$25000 or more"
"39754","white","$25000 or more"
"39756","white","$25000 or more"
"39757","white","$20000 - 24999"
"39760","white","$1000 to 2999"
"39761","white","$25000 or more"
"39762","white","$25000 or more"
"39763","black","$25000 or more"
"39764","black","lt $1000"
"39765","white","$15000 - 19999"
"39766","white","$10000 - 14999"
"39767","white","$25000 or more"
"39768","white","$25000 or more"
"39769","white","$25000 or more"
"39770","white","$25000 or more"
"39771","white","$25000 or more"
"39772","white","$25000 or more"
"39773","white","$15000 - 19999"
"39774","black","$25000 or more"
"39775","white","$25000 or more"
"39776","white","$25000 or more"
"39777","white","$10000 - 14999"
"39778","white","$15000 - 19999"
"39779","white","$25000 or more"
"39780","white","$25000 or more"
"39781","white","$25000 or more"
"39782","white","$25000 or more"
"39783","white","$25000 or more"
"39784","white","$20000 - 24999"
"39785","white","$25000 or more"
"39786","white","$25000 or more"
"39787","black","$25000 or more"
"39788","white","$20000 - 24999"
"39789","white","$25000 or more"
"39790","white","$20000 - 24999"
"39791","white","$25000 or more"
"39792","white","$25000 or more"
"39793","white","$25000 or more"
"39794","white","$25000 or more"
"39795","other","$25000 or more"
"39796","white","$25000 or more"
"39797","white","$25000 or more"
"39798","white","$25000 or more"
"39799","white","$25000 or more"
"39800","white","$25000 or more"
"39801","white","$25000 or more"
"39802","white","$25000 or more"
"39803","white","$25000 or more"
"39806","white","$25000 or more"
"39807","white","$25000 or more"
"39808","white","$25000 or more"
"39809","white","$25000 or more"
"39810","white","$25000 or more"
"39811","white","$25000 or more"
"39812","black","$20000 - 24999"
"39813","other","$25000 or more"
"39814","white","$25000 or more"
"39815","white","$25000 or more"
"39816","white","$25000 or more"
"39817","white","$25000 or more"
"39818","white","$25000 or more"
"39819","white","$25000 or more"
"39820","white","$20000 - 24999"
"39821","black","$10000 - 14999"
"39822","black","$25000 or more"
"39823","black","$20000 - 24999"
"39824","white","$20000 - 24999"
"39825","black","$25000 or more"
"39826","white","$25000 or more"
"39827","black","$1000 to 2999"
"39828","white","$20000 - 24999"
"39830","white","$20000 - 24999"
"39831","white","$25000 or more"
"39832","white","$10000 - 14999"
"39834","black","$15000 - 19999"
"39835","black","$25000 or more"
"39836","black","$20000 - 24999"
"39838","black","$10000 - 14999"
"39839","black","$15000 - 19999"
"39841","white","$5000 to 5999"
"39842","white","$15000 - 19999"
"39843","white","$15000 - 19999"
"39844","white","$10000 - 14999"
"39845","white","$20000 - 24999"
"39846","other","$25000 or more"
"39847","white","$15000 - 19999"
"39848","white","$10000 - 14999"
"39849","white","$8000 to 9999"
"39850","white","$25000 or more"
"39851","other","$25000 or more"
"39852","white","$25000 or more"
"39853","white","$25000 or more"
"39855","white","$25000 or more"
"39856","white","$25000 or more"
"39857","white","$5000 to 5999"
"39858","white","$8000 to 9999"
"39859","white","$25000 or more"
"39860","other","$15000 - 19999"
"39861","white","$25000 or more"
"39862","white","$20000 - 24999"
"39863","white","$25000 or more"
"39864","white","$25000 or more"
"39865","white","$25000 or more"
"39866","white","$4000 to 4999"
"39867","white","$25000 or more"
"39868","white","$25000 or more"
"39869","white","$10000 - 14999"
"39870","white","$10000 - 14999"
"39871","white","$25000 or more"
"39872","white","$25000 or more"
"39873","white","$25000 or more"
"39877","white","$25000 or more"
"39878","white","$25000 or more"
"39879","white","$25000 or more"
"39880","white","$25000 or more"
"39881","white","$20000 - 24999"
"39884","black","$25000 or more"
"39885","black","$15000 - 19999"
"39888","black","$4000 to 4999"
"39889","black","$10000 - 14999"
"39890","black","$10000 - 14999"
"39892","black","$25000 or more"
"39893","black","$25000 or more"
"39894","white","$25000 or more"
"39895","black","$10000 - 14999"
"39896","white","$25000 or more"
"39897","white","$10000 - 14999"
"39898","white","$25000 or more"
"39899","white","$25000 or more"
"39900","white","$25000 or more"
"39901","white","$25000 or more"
"39903","other","$25000 or more"
"39904","white","$25000 or more"
"39905","white","$25000 or more"
"39906","white","$25000 or more"
"39907","other","$10000 - 14999"
"39908","white","$25000 or more"
"39909","white","$25000 or more"
"39910","white","$25000 or more"
"39911","white","$25000 or more"
"39912","white","$8000 to 9999"
"39914","white","$25000 or more"
"39915","white","$25000 or more"
"39916","white","$25000 or more"
"39917","other","$25000 or more"
"39918","white","$25000 or more"
"39919","white","$25000 or more"
"39920","white","$25000 or more"
"39923","white","$25000 or more"
"39924","white","$25000 or more"
"39926","other","$25000 or more"
"39927","white","$15000 - 19999"
"39928","black","$25000 or more"
"39930","black","$25000 or more"
"39931","white","$10000 - 14999"
"39932","white","$25000 or more"
"39933","white","$25000 or more"
"39934","black","$25000 or more"
"39935","white","$25000 or more"
"39937","white","$3000 to 3999"
"39938","white","$10000 - 14999"
"39943","white","$25000 or more"
"39944","white","$15000 - 19999"
"39945","white","$25000 or more"
"39946","white","$15000 - 19999"
"39947","black","$20000 - 24999"
"39951","white","$25000 or more"
"39953","black","$25000 or more"
"39954","black","$25000 or more"
"39955","other","$25000 or more"
"39959","black","$20000 - 24999"
"39961","black","$8000 to 9999"
"39962","black","lt $1000"
"39963","black","$8000 to 9999"
"39965","black","$10000 - 14999"
"39966","black","$7000 to 7999"
"39967","white","$25000 or more"
"39968","white","$25000 or more"
"39969","other","$25000 or more"
"39970","white","$4000 to 4999"
"39971","white","$25000 or more"
"39972","black","$25000 or more"
"39973","black","$25000 or more"
"39974","white","$25000 or more"
"39975","white","$25000 or more"
"39976","white","$25000 or more"
"39977","white","$25000 or more"
"39978","white","$25000 or more"
"39979","white","$25000 or more"
"39981","white","$25000 or more"
"39983","white","$15000 - 19999"
"39984","white","$10000 - 14999"
"39985","black","$10000 - 14999"
"39987","white","$25000 or more"
"39988","white","$20000 - 24999"
"39989","white","$10000 - 14999"
"39990","white","$25000 or more"
"39991","white","$25000 or more"
"39992","white","$25000 or more"
"39993","white","$25000 or more"
"39994","white","$25000 or more"
"39995","white","$25000 or more"
"39996","black","$25000 or more"
"39997","white","$15000 - 19999"
"39998","white","$25000 or more"
"39999","white","$15000 - 19999"
"40000","white","$25000 or more"
"40001","white","$25000 or more"
"40002","white","$25000 or more"
"40003","white","$25000 or more"
"40004","white","$25000 or more"
"40005","white","$25000 or more"
"40006","white","$25000 or more"
"40007","white","$25000 or more"
"40008","other","$25000 or more"
"40009","other","$25000 or more"
"40010","white","$25000 or more"
"40011","white","$25000 or more"
"40012","white","$25000 or more"
"40013","white","$25000 or more"
"40014","white","$1000 to 2999"
"40015","white","$25000 or more"
"40016","white","$25000 or more"
"40017","other","lt $1000"
"40018","black","$25000 or more"
"40019","white","$25000 or more"
"40020","white","$25000 or more"
"40021","white","$25000 or more"
"40022","white","$10000 - 14999"
"40023","white","$4000 to 4999"
"40024","other","$4000 to 4999"
"40025","white","$25000 or more"
"40026","white","$25000 or more"
"40027","white","$1000 to 2999"
"40028","white","$1000 to 2999"
"40029","white","$1000 to 2999"
"40031","white","$7000 to 7999"
"40032","white","$25000 or more"
"40033","white","$5000 to 5999"
"40034","white","$25000 or more"
"40035","white","$25000 or more"
"40036","white","$25000 or more"
"40037","white","$25000 or more"
"40038","white","$25000 or more"
"40039","white","$25000 or more"
"40040","white","$25000 or more"
"40041","white","$15000 - 19999"
"40042","white","$15000 - 19999"
"40044","white","$25000 or more"
"40045","black","$25000 or more"
"40046","other","lt $1000"
"40047","black","$5000 to 5999"
"40048","black","lt $1000"
"40049","black","$8000 to 9999"
"40050","black","$20000 - 24999"
"40051","black","$10000 - 14999"
"40052","other","$20000 - 24999"
"40054","black","$10000 - 14999"
"40055","black","$6000 to 6999"
"40057","black","$10000 - 14999"
"40058","white","$25000 or more"
"40059","white","$25000 or more"
"40060","white","$25000 or more"
"40061","white","$25000 or more"
"40062","white","$25000 or more"
"40063","other","$25000 or more"
"40064","white","$25000 or more"
"40065","white","$25000 or more"
"40066","white","$25000 or more"
"40067","white","$25000 or more"
"40068","white","$25000 or more"
